month_n,poutcome_n,pdays_contacted,previous,euribor3m,y_n
-0.5132636112898714,4.004103195870425,5.088201638925815,1.654628070251295,-1.3612401719779592,1
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,-1.3387510000228244,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7129534568071524,0
0.3102582277694742,4.004103195870425,5.088201638925815,1.654628070251295,-1.5671025921826531,1
-0.5132636112898714,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7711946457166037,0
-0.10150269176019859,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7740778728903388,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7129534568071524,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,-1.3704664989339117,1
2.3690628254178385,1.8152262310037408,-0.1965330918393228,1.654628070251295,-1.2776265839396377,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,-1.3387510000228244,0
1.5455409863584926,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,-1.674358643045603,1
1.1337800668288198,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.28796577139858215,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7123768113724052,0
-0.10150269176019859,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7729245820208449,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7118001659376585,0
-0.10150269176019859,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7729245820208449,0
-0.5132636112898714,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7723479365860977,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7123768113724052,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7118001659376585,0
-0.5132636112898714,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7181432657198755,0
1.1337800668288198,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.328907597265622,0
-0.5132636112898714,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7763844546293267,0
-0.9250245308195442,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.7146833931113936,0
1.1337800668288198,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,0.30699507074523424,0
2.3690628254178385,-0.3736507338629438,-0.1965330918393228,-0.34917518835450123,-1.2776265839396377,0
